id,status_group
73289,functional
19276,functional
10644,non functional
34071,functional
36411,functional
23891,functional needs repair
17232,non functional
17482,non functional
12547,functional
38406,functional
59982,functional
772,functional
32901,functional
64761,functional needs repair
41452,non functional
21794,functional
55624,functional
47109,functional
46520,functional
34721,functional
64363,functional
50778,non functional
28958,functional
25384,non functional
56173,functional
40209,functional
872,functional needs repair
9267,functional
32855,functional
2967,non functional
49797,functional
10183,non functional
14196,non functional
20162,functional
32116,non functional
57320,functional needs repair
53441,non functional
4320,functional
70145,functional
51865,functional
10340,non functional
1719,functional
72198,functional
7129,non functional
72439,functional
65980,non functional
52694,functional
33573,non functional
13856,non functional
20243,non functional
28463,functional
18697,non functional
21330,functional
37728,non functional
17927,functional
39843,non functional
68237,non functional
5158,functional
54888,functional needs repair
34039,non functional
39162,non functional
65994,functional
62443,functional
61263,non functional
27442,functional needs repair
17718,non functional
46781,functional
41066,non functional
67018,non functional
26918,functional
13110,non functional
59745,functional
15623,non functional
35415,non functional
66797,functional
25029,functional
18865,functional
7273,functional
175,functional
46973,non functional
16544,non functional
52760,functional
54149,non functional
70345,non functional
31239,functional needs repair
34386,functional
55697,non functional
58148,functional
24100,non functional
16275,functional
27282,functional
7225,non functional
15510,functional
51971,functional
1726,non functional
3487,functional
52371,functional
61465,non functional
14655,functional
1899,functional
41564,functional
12522,non functional
14679,functional
33453,functional
73912,functional
2850,functional
42189,non functional
69133,functional
26697,non functional
3324,functional
50597,functional
61290,functional
11706,functional
20715,functional
68310,non functional
67314,functional
52372,functional
17585,functional
21437,functional
19069,functional
10635,non functional
3611,functional
50718,non functional
45694,non functional
61235,functional
48123,functional needs repair
69764,functional
46525,functional
53932,functional
32601,functional
1708,functional
52239,non functional
62687,non functional
38834,non functional
3558,non functional
63495,functional
117,functional
10180,non functional
48959,functional
25890,functional
24386,functional
15053,functional
32408,non functional
25911,non functional
30256,functional
42542,functional
33938,non functional
71084,functional
68813,functional
24490,non functional
65550,functional
9461,non functional
58482,functional needs repair
57384,functional
464,non functional
71339,functional
64270,functional
69092,functional
66106,functional
28877,functional needs repair
67464,non functional
34420,non functional
5637,functional
10872,non functional
45772,functional needs repair
67066,functional
42231,non functional
3904,non functional
15963,non functional
25524,functional
10939,functional
7577,non functional
2261,non functional
69939,non functional
4399,functional
13473,functional
3687,non functional
45411,non functional
56130,non functional
21416,non functional
27554,functional
60517,functional needs repair
64066,functional
71399,non functional
72756,functional needs repair
10604,non functional
53883,functional
72610,functional
24321,non functional
72482,functional
43761,non functional
11602,functional
15738,functional
14904,functional
27666,functional
23559,functional
34831,functional needs repair
58420,non functional
28790,functional needs repair
66096,functional
66766,functional
18919,non functional
64289,non functional
54215,non functional
32932,functional
51393,non functional
65072,non functional
47125,functional
63114,non functional
27675,non functional
29560,functional
43915,non functional
24158,non functional
64581,functional
24048,functional
16430,functional
2558,functional
46375,functional
4490,functional
55473,non functional
19761,non functional
40252,non functional
11279,functional
34354,functional
71681,non functional
21500,non functional
38023,functional
15466,functional
18962,non functional
