id,description
101,"Pataloha shirt - Early Hawaiian shirts were pitched as ""postcards you can wear."" We've been making ours  inspired by native designs true to the aloha spirit  for 20 years. Exquisitely tailored in environmentally friendly 3.3-oz 100% organic cotton coconut cloth, their textured cloth, cools in humid climates. Coconut buttons and chest pocket. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>100% organic cotton coconut-weave fabric</li> <li>Chest pocket</li> <li>Coconut buttons</li></ul><br><br><b>Fabric: </b>3.3-oz 100% organic cotton coconut cloth. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(222 g 7.7 oz)<br><br>Made in Thailand."
102,"Planer t-shirt - The Planer T-Shirt gives a nod to the surfing working man, with original Patagonia studio artwork for Fletcher Chouinard Designs. Made of 100% organic cotton, the shirt sports the same graphic on front pocket and back of tee, printed with inks that are PVC- and phthalate-free. Ringspun yarns and taped shoulder seams lend a soft touch. Doublestitching at sleeves and hem; coverstitched at neck and armholes for a clean finish. The tee is recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in USA."
103,"Platform t-shirt - Imagine the problems of oil dependency and global warming being swept away - for good. Featuring original artwork by Tim Tomkinson, The Platform T-Shirt carries an inside message about The Southern Environmental Law Center (SouthernEnvironment.org), a group leveraging the tools of environmental law and policy to promote energy efficiency and renewable resources that will lead us to a new, cleaner future. The shirt is recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
104,"Pocket pack - For the savvy commuter, our pocket pack carries a day's worth of essentials in a streetwise silhouette. The gusseted main compartment has an interior divider and organizer pockets. The ultralight, quick-drying shoulder straps accommodate hydration tube or headphone cord clips and feature a sternum strap with safety whistle. The highly breathable 3-D spacer-mesh padded back panel wicks moisture, dries quickly, and allows air circulation. Made from 150-denier all-recycled polyester double weave with a polyurethane coating and a DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>Gusseted main compartment has interior divider and pockets for organizing small items</li> <li>Hydration sleeve also works as a divider</li> <li>Breathable shoulder straps are ultralight and quick-drying</li> <li>Sliding sternum strap adjusts easily and has built-in safety whistle</li> <li>Shoulder straps accommodate hydration tube or headphone cord clips</li> <li>""Highly breathable, padded 3-D spacer-mesh back panel wicks moisture, dries quickly and allows air circulation""</li> <li>.</li></ul><br><br><b>Fabric: </b>7.4-oz 150-denier 100% all-recycled polyester double weave. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish. Shoulder straps: 100% polyester 3-D spacer mesh<br><br><b>Weight: </b>(403 g 14 oz)<br><br>Made in Vietnam."
105,"R1 hoody - Spotted round the globe from high alpine ridges to backcountry bowls, our R1 Hoody earns raves from our most active customers and ambassadors alike. Warm, breathable and mobile, it has the minimalist detailing that avid climbers and backcountry skiers need - from the stretchy R1 fabric (93% all-recycled polyester/7% spandex) to the snug-fitting balaclava-style hood. With low-grid Capilene 4 stretch polyester under the arms, at the wrist cuffs and around the bottom hem for minimal bulk under a harness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Versatile R1 fleece provides excellent stretch, warmth, wicking and breathability in a variety of temperatures""</li> <li>""High/low interior grid-structure enhances compressibility, airflow and dry time""</li> <li>Jersey microfiber face allows nonbinding layering</li> <li>""Capilene 4 stretch panels under arms, at cuffs and hem for reduced bulk and increased breathability""</li> <li>""Snug-fitting balaclava-style hood; deep, center-front zipper offset for next-to-chin comfort""</li> <li>One mesh chest pocket</li> <li>Raglan sleeves for comfort under pack straps; Capilene 4 cuffs stretch and have thumb-loops to hold sleeves in place</li></ul><br><br><b>Fabric: </b>""R1 shell: 6.5-oz Polartec Power Dry 93% all-recycled polyester/7% spandex. Capilene 4 stretch panels: 5.3-oz Polartec Power Dry 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>309 g (10.9 oz)<br><br>Made in Colombia."
106,"R1 p/o - Desert sandstone, corn snow, iced-up corners: springtime! Whether the snow flies or the sun shines, our versatile R1 Pullover- with its high/low grid polyester interior - stretches, breathes, moves moisture, and insulates. Sized to accommodate light underlayers, it works as a stand-alone top or as a light midlayer. To reduce bulk, the brushed-mesh internal chest pocket bag is glued-in to eliminate seams. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Recycled and recyclable polyester R1 fabric provides excellent stretch, warmth, wicking and breathability in a variety of temperatures, whether worn as lightweight insulation or a thermal baselayer""</li> <li>Lightweight yarns wick moisture</li> <li>Outer microfiber yarns speed evaporation</li> <li>Interior grid enhances compressibility and airflow</li> <li>""Jersey microfiber face for low-friction, nonbinding layering""</li> <li>""Zippered, brushed-polyester mesh chest pocket""</li></ul><br><br><b>Fabric: </b>R1: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>328 g (11.6 oz)<br><br>Made in Colombia."
107,"Rain shadow pants - Light enough to be an afterthought - until the downpour - our Rain Shadow Pants provide fully seam-sealed waterproof/breathable protection. They're made from packable, lightweight and tear-resistant 2.5-layer 100% nylon with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish. On the inside, a raised pattern diffuses and channels moisture away from the skin, aids in hassle-free layering, and enhances long-term durability. Features include a buttoned, zip-fly-separating waistband with partial elastic; a cleaner, more comfortable finish;anatomically contoured knees; and new fully separating side zips with snap closures at the ankle and waist. Gripper elastic cuffs.<br><br><b>Details:</b><ul> <li>2.5-layer tear-resistant fabric with a waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish</li> <li>""Highly engineered interior surface texture channels moisture away from skin, protects the waterproof barrier from abrasion and slides easily over layers""</li> <li>""Updated, clean-finished separating waistband is partially elasticized and has a zip fly""</li> <li>Fully separating side-zips with snap closures at the ankle and waist</li> <li>Articulated knees</li> <li>Elastic cuff at the ankle</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.5-oz 100% nylon with a waterproof/breathable H2No barrier and Deluge DWR finish""<br><br><b>Weight: </b>(314 g 10.9 oz)<br><br>Made in Vietnam."
108,"Reg fit organic ctn jeans-long - 100% organic cotton denim and an obsession with detail make these the right jeans for just about any occasion. The rugged yet soft 10-oz organic cotton denim breaks in just right, and they feature a zip fly with a button closure and 5-pocket-jeans styling. Available in two distinct washes and three inseam lengths (short, 30""; regular, 32""; and long, 34""). Even though they'll look their best after five years of wear, we'll still take them back for recycling through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>10-oz durable yet soft organic cotton denim</li> <li>Button-closure zip fly</li> <li>5-pocket jeans styling</li> <li>""Inseam is 34""""""</li></ul><br><br><b>Fabric: </b>10-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Mexico."
109,"Reg fit organic ctn jeans-reg - 100% organic cotton denim and an obsession with detail make these the right jeans for just about any occasion. The rugged yet soft 10-oz organic cotton denim breaks in just right, and they feature a zip fly with a button closure and 5-pocket-jeans styling. Available in two distinct washes and three inseam lengths (short, 30""; regular, 32""; and long, 34""). Even though they'll look their best after five years of wear, we'll still take them back for recycling through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>10-oz durable yet soft organic cotton denim</li> <li>Button-closure zip fly</li> <li>5-pocket jeans styling</li> <li>""Inseam is 32""""""</li></ul><br><br><b>Fabric: </b>10-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Mexico."
110,"Relax fit organic ctn jeans-shor - The everyday, go-to, rarely washed favorite: our relaxed fit, organic cotton 5-pocket jeans. Built for a long life and cut for comfort and mobility, they have a clean, classic styling that can be worn with almost anything. The robust 14-oz 100% organic cotton denim breaks in just right. With a zip fly, and available in three inseam lengths: short, 30""; regular, 32""""; long, 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Durable organic cotton denim</li> <li>Button-closure zip fly</li> <li>5-pocket-jean styling</li> <li>""Inseam is 30""""""</li></ul><br><br><b>Fabric: </b>14-oz 100% organic cotton denim. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(807 g 28 oz)<br><br>Made in Mexico."
